t,wind_phase,mean_err_m,max_err_m,mean_err_nominal_m,max_err_nominal_m,mean_err_cmd_m,max_err_cmd_m,formation_err_rel,connectivity_rate,throughput_ratio,latency_proxy,control_overhead,control_effort,control_smoothness,task_reassign,task_cost_mean,failed_count,alive_ratio,task_completion_proxy,system_utility,fault_comm_scale,fault_dropout_count,fault_sensor_count,agentic_active,agentic_ref_shift,supervisor_active,supervisor_mode,ref_shift_norm,formation_scale,smooth_alpha,int_hold,sat_frac
0.0,0.0,7.3190429385894396,8.06225774829855,7.3190429385894396,8.06225774829855,7.3190429385894396,8.06225774829855,1.1403882032022077,1.0,1.0,1.0,1.0,841771119.9918989,,0.0,7.3190429385894396,0.0,1.0,0.0,-3.4594311417916472,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.020833333333333332,0.0,7.33189435861476,8.069194172461378,7.33189435861476,8.069194172461378,7.33189435861476,8.069194172461378,1.14444602244352,1.0,1.0,1.0,1.0,565793602.5110098,9337.490916777455,0.0,7.33189435861476,0.0,1.0,0.0,-3.4763403810582805,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.25
0.041666666666666664,0.0,7.365591338652076,8.097567630008966,7.365591338652076,8.097567630008966,7.365591338652076,8.097567630008966,1.157066755570947,1.0,1.0,1.0,1.0,356477056.35999995,3936.7760879602915,0.0,7.365591338652076,0.0,1.0,0.0,-3.522658094223024,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0625,0.0,7.415949910540627,8.142062929864643,7.415949910540627,8.142062929864643,7.415949910540627,8.142062929864643,1.1740206733437957,1.0,1.0,1.0,1.0,356477056.35999995,0.0,0.0,7.415949910540627,0.0,1.0,0.0,-3.5899705838844227,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.08333333333333333,0.0,7.48795862764043,8.205080714967139,7.48795862764043,8.205080714967139,7.48795862764043,8.205080714967139,1.1920387028899666,1.0,1.0,1.0,1.0,356477056.35999995,0.0,0.0,7.48795862764043,0.0,1.0,0.0,-3.679997330530396,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.10416666666666667,0.0,7.584793538442376,8.289139285334404,7.584793538442376,8.289139285334404,7.584793538442376,8.289139285334404,1.2090738840811777,1.0,1.0,1.0,1.0,356477056.35999995,0.0,0.0,7.584793538442376,0.0,1.0,0.0,-3.7938674225235545,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.125,0.0,7.7084116467803305,8.397145558811117,7.7084116467803305,8.397145558811117,7.7084116467803305,8.397145558811117,1.2252570023041063,1.0,1.0,1.0,1.0,356477056.35999995,0.0,0.0,7.7084116467803305,0.0,1.0,0.0,-3.933668649084437,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.14583333333333334,0.0,7.8913125031456985,8.532181956401121,7.8913125031456985,8.532181956401121,7.8913125031456985,8.532181956401121,1.2451584999170366,1.0,1.0,1.0,1.0,922987426.0041989,9711.193504346089,0.0,7.8913125031456985,0.0,1.0,0.0,-4.136471003062734,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.33844032611311975
0.16666666666666666,0.0,8.081546263517485,8.724688973596415,8.081546263517485,8.724688973596415,8.081546263517485,8.724688973596415,1.2872090042442177,1.0,1.0,1.0,1.0,985955081.9691701,3529.4167052973294,0.0,8.081546263517485,0.0,1.0,0.0,-4.368755267761703,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.25
0.1875,0.0,8.237225005830341,8.875543119043476,8.237225005830341,8.875543119043476,8.237225005830341,8.875543119043476,1.3261242989400968,1.0,1.0,1.0,1.0,943347684.2846342,16298.222061315751,0.0,8.237225005830341,0.0,1.0,0.0,-4.563349304770437,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5
